Epoch,Loss,HR@10,NDCG@10
1,0.3652237623505032,0.5516556291390728,0.3258317677071919
2,0.3501340298609994,0.5541390728476822,0.3297031845283475
3,0.3446940587682688,0.5867549668874172,0.349270123469572
4,0.33153332770111293,0.6054635761589404,0.3661809639488538
5,0.3208624840392071,0.6339403973509934,0.3855481410289666
6,0.31172073833125236,0.6514900662251656,0.40286748859353755
7,0.30391837006491423,0.6670529801324503,0.41471804405105134
8,0.2980238274689929,0.6870860927152318,0.4285053357579592
9,0.29381150067942996,0.6940397350993377,0.435031636850124
10,0.29050415709097605,0.7028145695364238,0.44100815911926755
11,0.2875128723751129,0.7092715231788079,0.44945682392779
12,0.28469901658817104,0.7117549668874172,0.4505500944593812
13,0.28192279608797444,0.7163907284768212,0.45617629994306025
14,0.27930091847919924,0.7223509933774834,0.45653823460400234
15,0.27689503911588986,0.7258278145695364,0.4624516604963008
16,0.27463555501486814,0.7253311258278146,0.4641704385552332
17,0.27253422600657895,0.7291390728476821,0.4666923397383109
18,0.2705963914853641,0.7316225165562914,0.4716187494748953
19,0.268792729694291,0.7309602649006622,0.4704708272406217
20,0.2671338128352441,0.7327814569536424,0.4736295043431374
21,0.26550966100343815,0.7349337748344371,0.47550121962593284
22,0.2640370029850868,0.7354304635761589,0.4752870762837167
23,0.26263696280961274,0.7337748344370861,0.47559837579479824
24,0.26129571841085086,0.7374172185430463,0.4798462277060767
25,0.259970515079642,0.7377483443708609,0.48103838184624614
26,0.2587439926499027,0.7367549668874173,0.48014411073162727
27,0.2575687849773397,0.741887417218543,0.478977202819096
28,0.2564454613536604,0.7397350993377484,0.48102433484011975
29,0.255359746608357,0.7352649006622517,0.4817361395576706
30,0.2543410207111091,0.7382450331125828,0.4833456019100287
31,0.25338366368235776,0.7362582781456953,0.481158663899266
32,0.25245991282431646,0.7428807947019868,0.48726734760792473
33,0.2515963862299566,0.743046357615894,0.4857242600355581
34,0.25072193213502725,0.7369205298013245,0.4819317281430983
35,0.24987979672642718,0.7402317880794702,0.4825044800075524
36,0.24905093820674912,0.7385761589403973,0.48395574779722955
37,0.248295795017909,0.7370860927152317,0.48354290834896685
38,0.24758994770861453,0.741225165562914,0.4864863884903679
39,0.24688610532109315,0.743046357615894,0.48458026397086656
40,0.24620435711097616,0.7417218543046358,0.48436573888665474
