Epoch,Hit Ratio,NDCG
0,0.48543046357615893,0.2675772273765462
1,0.5591059602649007,0.3089459060638804
2,0.5973509933774834,0.3353741931659147
3,0.6150662251655629,0.3549513624800523
4,0.6420529801324504,0.37309268961019365
5,0.6503311258278146,0.37878636440294194
6,0.6620860927152318,0.3903957475155699
7,0.6678807947019868,0.3953105535246475
8,0.6682119205298013,0.3957833121745783
9,0.6754966887417219,0.4000305639983845
10,0.6705298013245033,0.39937115333289797
11,0.6802980132450331,0.40648278771576213
12,0.6746688741721855,0.40318740223776356
13,0.6759933774834437,0.4046274312743621
14,0.6895695364238411,0.41331236300823326
15,0.6824503311258279,0.410957783438247
16,0.687251655629139,0.4160781224172673
17,0.6854304635761589,0.4141161337536387
18,0.686092715231788,0.41173875164411383
19,0.68658940397351,0.41172416774008835
20,0.6854304635761589,0.4164959908081369
21,0.6885761589403974,0.4175065455535737
22,0.6850993377483444,0.4135787603972061
23,0.6809602649006623,0.4155453161058231
24,0.6817880794701987,0.41351782341232374
25,0.6836092715231789,0.41419356397818036
26,0.680794701986755,0.4089203696869456
27,0.6831125827814569,0.41352277308531926
28,0.6894039735099338,0.41844160186030416
29,0.6776490066225166,0.4120840702580804
30,0.6789735099337748,0.41457302917412864
31,0.6822847682119205,0.4144243485252858
32,0.6826158940397351,0.4156652853590686
33,0.6788079470198676,0.4107824589206447
34,0.6768211920529801,0.40928826006713237
35,0.6736754966887417,0.4088592760637185
36,0.6789735099337748,0.40994036758910946
37,0.6763245033112583,0.40896641147589874
38,0.6776490066225166,0.4088931509139595
39,0.6763245033112583,0.41080289023372885
40,0.6789735099337748,0.41145794372165106
41,0.6793046357615894,0.4097075638085337
42,0.6705298013245033,0.40769807799975166
43,0.6799668874172186,0.41210101924317155
44,0.680794701986755,0.4117290523988635
45,0.6789735099337748,0.41172283078877686
46,0.6791390728476822,0.40947137252466936
47,0.6806291390728477,0.41049785849066334
48,0.6768211920529801,0.4094279798746295
49,0.6748344370860927,0.40795494668464294
50,0.6799668874172186,0.4115241948485009
51,0.6766556291390728,0.4096145257631291
52,0.6745033112582781,0.4097154094396758
53,0.6738410596026491,0.40532096793457006
54,0.6814569536423841,0.4109020481173323
55,0.6799668874172186,0.4103216808484319
56,0.6731788079470199,0.41106800274189814
57,0.6857615894039735,0.41496975887747456
58,0.6731788079470199,0.40921484756745935
59,0.6763245033112583,0.41215653938390656
60,0.6733443708609271,0.4113291669370544
61,0.6758278145695364,0.4064316464447561
62,0.6771523178807947,0.4121366581188971
63,0.6748344370860927,0.41050909293710197
64,0.6697019867549668,0.40711542506101445
65,0.6697019867549668,0.40557299242340145
66,0.6688741721854304,0.4070037581821381
67,0.6701986754966888,0.4092893666136701
68,0.6716887417218543,0.41282871929058407
69,0.6700331125827814,0.40959230829758225
70,0.6697019867549668,0.4114303042928442
71,0.6783112582781456,0.41247943522120856
72,0.6635761589403973,0.4069822861671175
73,0.6677152317880795,0.40691869019546206
74,0.6698675496688742,0.4078695603658657
75,0.6718543046357616,0.4073292264772784
76,0.6718543046357616,0.4085771894962142
77,0.6688741721854304,0.40486621559187497
78,0.6789735099337748,0.4143774511458235
79,0.6675496688741722,0.40702471031322496
80,0.6708609271523179,0.4070418494376188
81,0.6720198675496689,0.4092463296106803
82,0.6701986754966888,0.40895721954531206
83,0.6701986754966888,0.4067419752229789
84,0.671523178807947,0.40657747101735314
85,0.6731788079470199,0.4068962630504966
86,0.6731788079470199,0.407229985673912
87,0.6688741721854304,0.4067990966321409
88,0.6683774834437086,0.40760529131085127
89,0.6718543046357616,0.40667457281477887
90,0.6711920529801324,0.4086360527065535
91,0.6736754966887417,0.40642738502407044
92,0.6695364238410596,0.4075979354850834
93,0.6660596026490067,0.40212745590377874
94,0.6673841059602649,0.401085255516237
95,0.6697019867549668,0.4053780025092409
96,0.6783112582781456,0.4089733327692894
97,0.6672185430463576,0.40703771659702764
98,0.6662251655629139,0.40593689502628694
99,0.6698675496688742,0.40929054457675534
